#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes,de crèdits disponibles,de crèdits disp. a nivell de vinculació,de crèdits retinguts pendents d'ús,de despeses autoritzades,de despeses compromeses,d'obligacions reconegudes,Disponible de Remanentes por aplicación,Disponible de Remanentes por aplicación
,,SG4,110.0,3103001.0,LA CAIXA.- INTERESSOS PRÉSTEC ICO 2011,5464.0,,5464.0,5463.89,0.11,164418.89,,,,,,
,,SG4,110.0,3103201.0,SA NOSTRA.- INTERESSOS PRÉSTEC RD 4/2012,211000.0,,211000.0,167688.1,43311.9,164418.89,,,,,,
,,SG4,110.0,3103301.0,INT. AVAL DAVANT LA CAIB,184.0,,184.0,,184.0,164418.89,,,,,,
,,SG4,110.0,3520001.0,INTERESSOS DEMORA RETARD PAGAMENTS.- TRESORERIA,,,,4368.08,-4368.08,164418.89,,,,,,
,,SP1,2410.0,4500001.0,DEVOLUCIONS A LA CAIB,43720.0,,43720.0,46643.84,-2923.84,26324.51,,,,,,
,,SG2,9205.0,4610111.0,TRANSF. AL CIMe- CONVENI SERVEI DE PREVENCIÓ,39000.0,,39000.0,30411.15,8588.85,8588.85,,,,,,
,,SG4,4301.0,4610111.0,TRANSF. AL CIMe.- ESTACIONS NÀUTIQUES,5000.0,,5000.0,,5000.0,5000.0,,,,,,
,,SG5,1300.0,4610111.0,TRANSF. AL CIMe.- POLICIA.- SERV. EXTINCIÓ INCENDIS,372000.0,,372000.0,,372000.0,378000.0,,,,,,
,,SP1,2304.0,4610111.0,TRANSF. CIMe.- CONVENI AJTs - ATAM,2000.0,,2000.0,4270.7,-2270.7,26324.51,,,,,,
,,SP1,3120.0,4610111.0,TRANSF. AL CIMe.- RGA - ACTIVITAT PERSONES MAJORS,6200.0,,6200.0,13386.4,-7186.4,10813.6,,,,6194.0,,
,,SP1,3131.0,4610111.0,TRANSF. AL CIMe.- CONVENI ALBERG ANIMALS,18000.0,,18000.0,,18000.0,10813.6,,,,,,126447.15
,,SP2,3210.0,4610111.0,TRANSF. AL CIMe - UNIV. OBERTA MAJORS,46300.0,,46300.0,5270.67,41029.33,72237.33,,,,,,
,,SP2,3210.0,4610211.0,TRANSF. AL CIMe.- ATENCIÓ INFANTIL,14188.0,,14188.0,,14188.0,72237.33,,,,,,
,,SP2,3323.0,4610211.0,TRANSF. AL CIME.- NETEJA I MANTENIMENT BICs,6000.0,,6000.0,,6000.0,72237.33,,,,,,
,,SP2,3344.0,4610211.0,CIME.- CAMPANYA NETEJA MONUMENTS ARQUEOLÒGICS - 2012-2015,,,,6100.45,-6100.45,72237.33,,,,,,
,,SP2,3210.0,4610311.0,I.M.E. -  Organisme Autònom del CIMe - CURSOS UIMIR 2013,,23319.63,23319.63,19465.57,3854.06,3854.06,,,,,,
,,SG5,1300.0,4620111.0,TRANSF. A AJUNTAMENTS.- COL.LABORACIÓ POLICIES LOCALS,6000.0,,6000.0,,6000.0,378000.0,,,,,,
,,CM1,1620.0,4670111.0,TRANSF. A CONSORCI R.S.U.- TRACTAMENT RESIDUS,500000.0,,500000.0,444201.94,55798.06,3816.21,,,,,,
,,CM1,1650.0,4670111.0,TRANSF. A CONSORCIS.- CRSU - EFICIÈNCIA ENERGÈTICA,2500.0,,2500.0,60333.67,-57833.67,3816.21,,,,,,
,,SP3,3400.0,4670111.0,TRANSF. A CONSORCI PAVELLÓ BINTAUFA,68000.0,,68000.0,41093.51,26906.49,26906.49,,,,,,
,,CM1,1620.0,4670211.0,TRANSF. A CONSORCIS.- CRSU - DEIXALLERIES MAÓ,80000.0,,80000.0,74148.7,5851.3,3816.21,,,,,,
,,CM2,1511.0,4670211.0,TRANSF. A CONSORCIS.- PENYASSEGAT PORT DE MAO,116000.0,,116000.0,115999.48,0.52,3816.21,,,,,,
,,SP2,3210.0,4690111.0,TRANSF. A ALTRES ENS.- UNED,3000.0,,3000.0,3000.0,,72237.33,,,,,,
,,SP2,3210.0,4720111.0,TRANSF. A COOPERATIVA EDUCACIÓ INFANTIL,620000.0,2157.4,622157.4,622157.4,,,,,,,,
,,SP1,2304.0,4790111.0,CONVENI COL. ADVOCATS - OFICINA INTERMEDIACIÓ HIPOTECÀRIA,,,,,,26324.51,,,,,,
,,SG1,9120.0,4800111.0,COL.LABORACIONS CIUTADANES -  ORGANS DE GOVERN,70000.0,27636.12,97636.12,97589.32,46.8,16735.68,,,,,,
,,SG7,4304.0,4800111.0,TRANSF. A ENTITATS.- TURISME,,6380.0,6380.0,6380.0,,,,,,,,
,,SP1,2304.0,4800111.0,AJUTS ECONÒMICS INDIVIDUALS D'EMERGÈNCIA,151000.0,68561.9,219561.9,188042.85,31519.05,26324.51,,,,44360.15,,
,,CM1,1690.0,4800211.0,CONVENI ILLA DEL REI,10000.0,,10000.0,10000.0,,3816.21,,,,,,
,,SG1,9120.0,4800211.0,TRANSF. A ENTITATS.- QUOTES FEDERACIONS,7000.0,,7000.0,1631.12,5368.88,16735.68,,,,,,
,,SP1,2304.0,4800211.0,CONVENI CREU ROJA,20000.0,,20000.0,20000.0,,26324.51,,,,20000.0,,
,,SP2,3210.0,4800211.0,CONVENI COOP. ESCOLES INFANTILS,375000.0,,375000.0,361689.55,13310.45,72237.33,,,,,,
,,SP2,3300.0,4800211.0,CONVENI BANDA DE MÚSICA MUNICIPAL,50000.0,7000.0,57000.0,57000.0,,72237.33,,,,,,
,,SP1,2304.0,4800212.0,CONVENI FONS MENORQUÍ DE COOPERACIÓ,50000.0,,50000.0,50000.0,,26324.51,,,,,,
,,SG1,9120.0,4800311.0,APORTACIÓ FUNDACIO TEATRE PRINCIPAL,,12000.0,12000.0,12000.0,,16735.68,,,,,,
,,SP1,2305.0,4800311.0,TRANSF. A FUNDACIONS.- ATENCIO PRIMARIA,22000.0,,22000.0,22000.0,,26324.51,,,,,,50000.0
,,SP2,3210.0,4800311.0,CONVENI SERVEIS EDUCATIUS DE MENORCA SAL,25000.0,,25000.0,25000.0,,72237.33,,,,,,
,,SP2,3300.0,4800311.0,PREMIS DE CONCURS. - CULTURA,5300.0,,5300.0,1490.0,3810.0,72237.33,,,,,,
,,SP2,3344.0,4800311.0,TRANSF. A FUNDACIO TEATRE PRINCIPAL,200000.0,,200000.0,200000.0,,72237.33,,,,,,
,,SP2,3344.0,4800312.0,TRANSF. A FUNDACIÓ AMIGOS DE LA OPERA,20000.0,,20000.0,20000.0,,72237.33,,,,,,
,,SG1,9120.0,4890111.0,TRANSFERÈNCIES A GRUPS MUNICIPALS,55000.0,,55000.0,43680.0,11320.0,16735.68,,,,,,
,,SG4,4302.0,6120111.0,MILLORES CENTRE HISTÒRIC,7000.0,,7000.0,,7000.0,12000.0,,,,,,
,,SG4,4302.0,6120211.0,SENYALITZACIONS CENTRE HISTÒRIC,5000.0,,5000.0,,5000.0,12000.0,,,,,,
,,CM1,1690.0,6190111.0,PLA INSULAR DE COOPERACIÓ,45000.0,215281.24,260281.24,90655.36,169625.88,57697.41,,,,,,
,,CM1,1695.0,6190111.0,ASFALTATS,70000.0,,70000.0,118641.26,-48641.26,57697.41,,,,,,
,,SP1,2410.0,6190111.0,OBRES CASA DE SES MONGES,30000.0,5207.04,35207.04,33878.98,1328.06,1328.06,,,,,,
,,CM1,1695.0,6190112.0,SANEJAMENT CALA LLONCA,35000.0,,35000.0,,35000.0,57697.41,,,,,,
,,CM1,1695.0,6190211.0,MILLORES CIUTAT,110000.0,,110000.0,106356.73,3643.27,57697.41,,,,,,
,,CM3,1690.0,6190211.0,PROJECTES DE REFORMA DE CARRERS,200000.0,-5200.0,194800.0,259736.75,-64936.75,57697.41,,,,,,
,,CM3,1690.0,6190311.0,INVERSIÓ EN VIES PÚBLIQUES OP,,58893.66,58893.66,58893.66,,58651.12,,,,,,3025.0
,,SG5,1300.0,6190311.0,MOBILITAT,20000.0,,20000.0,20267.45,-267.45,7793.28,,,,,,
,,CM3,1690.0,6190609.0,REHABILITACIÓ ST. ESTEVE,,58651.12,58651.12,,58651.12,58651.12,,,,,,
,,CM3,1690.0,6191911.0,OBRES A ZONES TURÍSTIQUES,146211.0,341157.82,487368.82,195205.92,292162.9,57697.41,,,,,,
,,SP3,3400.0,6220110.0,INVERSIONS PISTES HÍPIQUES,,28000.0,28000.0,24139.5,3860.5,3862.2,,,,,,
,,CM3,1690.0,6220111.0,INVERSIONS EN EDIFICIS.- OBRA PÚBLICA,90000.0,,90000.0,34053.5,55946.5,57697.41,,,,,,
,,SP3,3400.0,6220111.0,INSTAL.LACIONS ESPORTIVES,10000.0,,10000.0,9998.3,1.7,3862.2,,,,,,
,,CM1,1650.0,6220311.0,PLA D'ESTALVI ENERGÈTIC MUNICIPAL,50000.0,,50000.0,8057.11,41942.89,57697.41,,,,,,
,,CM1,1650.0,6220312.0,BIOMASSA PLA IDAE CAIB,50000.0,,50000.0,27446.74,22553.26,57697.41,,,,,,
,,SP2,3210.0,6220410.0,OBRES IES CAP DE LLEVANT,,44451.65,44451.65,44451.65,,2678.62,,,,,19529.57,
,,SP2,3210.0,6220610.0,NOU CP SA GRADUADA,,37471.31,37471.31,37471.31,,,,,,,,
,,SP2,3210.0,6220711.0,AMPLIACIÓ I REFORMA IES PASQUAL CALBÓ,,1983556.75,1983556.75,1983556.74,0.01,2678.62,,,,,,
,,CM3,1690.0,6230111.0,INVERSIÓ PLA LEADER 2012 CAIB MAQUINARIA,20000.0,,20000.0,17988.95,2011.05,57697.41,,,,,,
,,SG4,9311.0,6230111.0,EQUIPAMENT GENERAL,22267.0,,22267.0,19738.27,2528.73,71396.16,,,,332.98,,
,,SG5,1300.0,6230111.0,EQUIPAMENT POLICIA,32000.0,,32000.0,23939.27,8060.73,7793.28,,,,,,
,,SP1,3120.0,6230111.0,EQUIPAMENT RGA,20000.0,,20000.0,5936.16,14063.84,15525.47,,,,,,
,,SP2,3344.0,6230111.0,INSTRUMENTS ESCOLA DE MÚSICA,3000.0,,3000.0,3000.0,,2678.62,,,,,,
,,CM1,1695.0,6240111.0,VEHICLE BRIGADA D'OBRES,18000.0,,18000.0,,18000.0,57697.41,,,,,,
,,SG4,9311.0,6250111.0,MOBILIARI,20000.0,,20000.0,10373.38,9626.62,71396.16,,,,,,
,,SP2,3210.0,6250111.0,MOBILIARI ESCOLES INFANTILS MAÓ,2000.0,,2000.0,1358.76,641.24,2678.62,,,,,,
,,SG2,9206.0,6260111.0,EQUIPAMENT INFORMATIC,82000.0,,82000.0,37759.19,44240.81,71396.16,,,,,,
,,SP1,3130.0,6260111.0,EQUIPAMENT INFORMATIC,,366.0,366.0,365.01,0.99,0.99,,,,,,
,,SG2,9206.0,6260211.0,FIBRA OPTICA,15000.0,,15000.0,,15000.0,71396.16,,,,,,
,,SP1,3130.0,6260211.0,MILLORES ZONES CEMENTIRI,5000.0,,5000.0,4510.43,489.57,15525.47,,,,,,
,,SP2,3323.0,6290111.0,BÉNS CULTURALS,2000.0,,2000.0,,2000.0,2678.62,,,,,,
,,SP1,3120.0,6320111.0,INVERSIONS EN EDIFICI  RGA I SERVEIS SOCIALS,10000.0,,10000.0,9027.94,972.06,15525.47,,,,,,
,,SP2,3210.0,6320111.0,INVERSIONS EN ESCOLES,18000.0,,18000.0,17962.62,37.38,2678.62,,,,,,
,,CM2,1511.0,6810111.0,INDEMNITZACIONS,387000.0,,387000.0,349568.28,37431.72,57697.41,,,,,,
,,CM2,1511.0,6810214.0,EXPROPIACIÓ FINCA 15954 - LLUCMAÇANES,,,,,,57697.41,,,,,,
,,SP2,3210.0,7500211.0,OBRES QUARTER DE SANTIAGO -,,,,,,,,,,,,
,,CM1,1720.0,7610311.0,CIMe - CONVENI PLATGES,100000.0,,100000.0,88490.91,11509.09,52385.54,,,,,,
,,CM1,1550.0,7610411.0,CIMe.- CAMINS RURALS,20000.0,,20000.0,17046.31,2953.69,52385.54,,,,,,
,,SG5,1300.0,7610411.0,CIMe.- PLA TERME.- EXTINCIÓ D'INCENDIS,140000.0,,140000.0,,140000.0,140000.0,,,,,,
,,SG1,9120.0,7670001.0,TRANSF. A CONSORCIS.- LA MOLA,15000.0,,15000.0,15000.0,,,,,,,,
TOT.,,CM1,1650.0,7670111.0,TRANSF. A C.R.S.U.- PLA EFICIÈNCIA ENERGÈTICA,38000.0,,38000.0,,38000.0,52385.54,,,,,,
,,CM2,1511.0,7670211.0,TRANSF. A CONSORCIS.- PENYASSEGAT PORT DE MAÓ,95000.0,,95000.0,95077.24,-77.24,52385.54,,,,,,
,,SP3,1690.0,7670311.0,CONSORCI PAVELLÓ BINTAUFA.- AMORTITZACIONS,237500.0,,237500.0,237500.0,,,,,,,,
,,SP3,3400.0,7700111.0,U.D. MAHÓN .- NOMINATIVA,112000.0,,112000.0,112000.0,,,,,,,,
,,CM2,1511.0,7700114.0,PUM SL - ENCOMANA GESTIO FOMIT,,,,,,52385.54,,,,,,
,,CM3,1690.0,7710311.0,PUM SL - OBRES CONSTRUCCIÓ C/ VASSALLO,,83508.86,83508.86,,83508.86,83508.86,,,,,,
,,SP2,3210.0,7713210.0,PUM SL.- OBRES A ESCOLES INFANTILS,,57467.94,57467.94,6919.16,50548.78,,,,,,,
,,SG4,9324.0,8300001.0,BESTRETES AL PERSONAL,60000.0,171529.79,231529.79,207179.79,24350.0,24350.0,,,,,,
,,SG4,110.0,9131801.0,AMORT. PREST 2002 - CAM- Nº 0253636615,140237.0,,140237.0,140236.23,0.77,19316.29,,,,,,
,,SG4,110.0,9131901.0,AMORT. PREST 2003 - LC Nº 30584029822,103045.0,,103045.0,103043.66,1.34,19316.29,,,,,,
,,SG4,110.0,9132001.0,AMORT. PREST 2004  BBVA  974 04357000,266368.0,,266368.0,266366.67,1.33,19316.29,,,,,,
,,SG4,110.0,9132101.0,AMORT. PREST 2005 BBVA  974 05137023,200000.0,,200000.0,200000.0,,19316.29,,,,,,
,,SG4,110.0,9132201.0,AMORT. PREST 2006 BBVA 974-06183571,261795.0,,261795.0,261793.73,1.27,19316.29,,,,,,
,,SG4,110.0,9132301.0,AMORT. PREST 2007 BBVA  Nº 07457494,136175.0,,136175.0,136174.17,0.83,19316.29,,,,,,
,,SG4,110.0,9132401.0,AMORT. PREST 2006  CASA SES AIGÜES. 383752-66,42695.0,,42695.0,42693.66,1.34,19316.29,,,,,,
,,SG4,110.0,9132402.0,AMORT. PREST FOMIT 2006 - CIME,46332.0,,46332.0,27026.51,19305.49,19316.29,,,,,,
,,SG4,110.0,9132501.0,AMORT. PREST 2007 LC  INVERS.Nº 9620-309-10030025,130443.0,,130443.0,130441.55,1.45,19316.29,,,,,,
,,SG4,110.0,9132601.0,AMORT. PREST 2008 LC INV 708776-98,131667.0,,131667.0,131666.6,0.4,19316.29,,,,,,
,,SG4,110.0,9132701.0,AMORT. PREST 2009 BBVA 159010,144440.0,,144440.0,144440.0,,19316.29,,,,,,
,,SG4,110.0,9132801.0,AMORTITZ. PRÉSTEC INVERS. 2010 -  CAJA MADRID,183492.0,,183492.0,183491.16,0.84,19316.29,,,,,,
,,SG4,110.0,9132901.0,BBVA.- AMORTITZACIÓ PRESTEC ICO 2010,199732.0,,199732.0,199731.8,0.2,19316.29,,,,,,
,,SG4,110.0,9133001.0,LA CAIXA.- AMORTITZ. PRÉSTEC ICO - 9620.31180722217,40708.0,,40708.0,40706.97,1.03,19316.29,,,,,,
