#P,E,N. Operació,Fase,Data,Referència,Projecte,Aplicació,Import,Saldo,Exercici,Orgànica,Programa,Econòmica,tercer,Nom terc.,Text lliure,Document,Data doc.,Nº Registro Factura
1,2,2.20180007405e+11,R,43231.0,22018001697.0,,2018 CM1 1650 2210001,442.91,442.91,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 03/10/2017 - 02/11/2017 11,778 KW x 3.99388691 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500504018001SX",FE17321249075555,43054.0,F/2018/2688
1,2,2.20180007406e+11,R,43231.0,22018001698.0,,2018 CM1 1650 2210001,465.14,465.14,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 03/10/2017 - 02/11/2017 11,778 KW x 3.99388691 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500015427001GB",FE17321249075557,43054.0,F/2018/2689
1,2,2.20180007407e+11,R,43231.0,22018001699.0,,2018 CM1 1650 2210001,517.31,517.31,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 02/10/2017 - 02/11/2017 9,00 KW x 4.17333333 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500018547001WS0F",FE17321249075547,43054.0,F/2018/2693
1,2,2.20180007408e+11,R,43231.0,22018001700.0,,2018 CM1 1650 2210001,437.22,437.22,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 03/10/2017 - 02/11/2017 11,778 KW x 3.99388691 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500020755001TS",FE17321249075552,43054.0,F/2018/2694
1,2,2.20180007409e+11,R,43231.0,22018001701.0,,2018 CM1 1650 2210001,317.04,317.04,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 03/10/2017 - 02/11/2017 9,35 KW x 3.99358289 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500504013001MR0F",FE17321249075550,43054.0,F/2018/2695
1,2,2.2018000741e+11,R,43231.0,22018001702.0,,2018 CM1 1650 2210001,540.05,540.05,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 03/10/2017 - 02/11/2017 11,778 KW x 3.99388691 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500018098001FK",FE17321249075548,43054.0,F/2018/2696
1,2,2.20180007411e+11,R,43231.0,22018001703.0,,2018 CM1 1650 2210001,227.43,227.43,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 03/10/2017 - 02/11/2017 8,833 KW x 3.99411299 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500519963001XF0",FE17321249075549,43054.0,F/2018/2697
1,2,2.20180009792e+11,R,43263.0,22018001964.0,,2018 CM1 1650 2210001,337.21,337.21,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 10/03/2018 - 16/04/2018 252,3 EUR x 0,05113 ( CUPS ES0031500023926001PM0F Direccion PS FAVAR",FE18321263205097,43210.0,F/2018/2947
1,2,2.20180009793e+11,R,43263.0,22018001965.0,,2018 CM1 1650 2210001,1793.91,1793.91,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 18/04/2018 1.398,3 EUR x 0,05113 ( CUPS ES0031500619188001FV0F Direccion PS SIN",FE18321263302243,43213.0,F/2018/2950
1,2,2.20180009794e+11,R,43263.0,22018001966.0,,2018 CM1 1650 2210001,465.46,465.46,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/03/2018 - 18/04/2018 354,14 EUR x 0,05113 ( CUPS ES0031500575395001LY0F Direccion PS SINI",FE18321263302244,43213.0,F/2018/2951
1,2,2.20180009795e+11,R,43263.0,22018001967.0,,2018 CM1 1650 2210001,631.62,631.62,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 18/04/2018 484,44 EUR x 0,05113 ( CUPS ES0031500642825001VD0F Direccion PS BORJ",FE18321263302242,43213.0,F/2018/2952
1,2,2.20180009796e+11,R,43263.0,22018001968.0,,2018 CM1 1650 2210001,567.16,567.16,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/03/2018 - 18/04/2018 434,11 EUR x 0,05113 ( CUPS ES0031500023009001CS0F Direccion PS SAHA",FE18321263302241,43213.0,F/2018/2953
1,2,2.20180009797e+11,R,43263.0,22018001969.0,,2018 CM1 1650 2210001,556.52,556.52,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/03/2018 - 19/04/2018 425,4 EUR x 0,05113 ( CUPS ES0031500023548002HB0F Direccion PS ESPAN",FE18321263302239,43213.0,F/2018/2955
1,2,2.20180009798e+11,R,43263.0,22018001970.0,,2018 CM1 1650 2210001,743.55,743.55,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 18/04/2018 572,45 EUR x 0,05113 ( CUPS ES0031500018188001XE0F Direccion PS JOSE",FE18321263302236,43213.0,F/2018/2957
1,2,2.20180009799e+11,R,43263.0,22018001971.0,,2018 CM1 1650 2210001,704.99,704.99,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/03/2018 - 19/04/2018 542,13 EUR x 0,05113 ( CUPS ES0031500016429001FQ0F Direccion PS CLAU",FE18321263302237,43213.0,F/2018/2958
1,2,2.201800098e+11,R,43263.0,22018001972.0,,2018 CM1 1650 2210001,491.73,491.73,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 16/04/2018 375,14 EUR x 0,05113 ( CUPS ES0031500641813001QD0F Direccion PS PEDR",FE18321263205096,43210.0,F/2018/2959
1,2,2.20180009842e+11,R,43263.0,22018001999.0,,2018 CM1 1650 2210001,590.86,590.86,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 16/04/2018 453,08 EUR x 0,05113 ( CUPS ES0031500017237001VA0F Direccion PS ESPL",FE18321262682212,43208.0,F/2018/3309
1,2,2.20180009843e+11,R,43263.0,22018002000.0,,2018 CM1 1650 2210001,636.91,636.91,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 16/04/2018 489,28 EUR x 0,05113 ( CUPS ES0031500018331001HP0F Direccion PS JOSE",FE18321262682210,43208.0,F/2018/3310
1,2,2.20180009844e+11,R,43263.0,22018002001.0,,2018 CM1 1650 2210001,901.97,901.97,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 16/04/2018 697,69 EUR x 0,05113 ( CUPS ES0031500566810002WX0F Direccion PS COS",FE18321262682209,43208.0,F/2018/3311
1,2,2.20180009845e+11,R,43263.0,22018002002.0,,2018 CM1 1650 2210001,360.12,360.12,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 16/04/2018 271,66 EUR x 0,05113 ( CUPS ES0031500020081001KF0F Direccion PS SANT",FE18321262682211,43208.0,F/2018/3312
1,2,2.20180009846e+11,R,43263.0,22018002003.0,,2018 CM1 1650 2210001,529.75,529.75,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 16/04/2018 405,03 EUR x 0,05113 ( CUPS ES0031500527208001WF0F Direccion PS VINY",FE18321262682213,43208.0,F/2018/3313
1,2,2.20180009847e+11,R,43263.0,22018002004.0,,2018 CM1 1650 2210001,939.48,939.48,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 16/04/2018 727,18 EUR x 0,05113 ( CUPS ES0031500019310001XJ0F Direccion PS VIVE",FE18321262682214,43208.0,F/2018/3314
1,2,2.20180009848e+11,R,43263.0,22018002005.0,,2018 CM1 1650 2210001,439.88,439.88,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 16/04/2018 334,37 EUR x 0,05113 ( CUPS ES0031500019323001TH0F Direccion PS VIVE",FE18321262682215,43208.0,F/2018/3315
1,2,2.20180009849e+11,R,43263.0,22018002006.0,,2018 CM1 1650 2210001,505.37,505.37,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/03/2018 - 16/04/2018 385,86 EUR x 0,05113 ( CUPS ES0031500652107001RZ0F Direccion PS JOSE",FE18321262682410,43208.0,F/2018/3316
1,2,2.2018000985e+11,R,43263.0,22018002007.0,,2018 CM1 1650 2210001,276.7,276.7,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 01/04/2018 9,35 KW x 3.71336898 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500018696001VK0F",FE18321261792388,43199.0,F/2018/3332
1,2,2.20180009851e+11,R,43263.0,22018002008.0,,2018 CM1 1650 2210001,271.4,271.4,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 02/04/2018 8,833 KW x 3.8458055 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500015626001PS0F",FE18321261792389,43199.0,F/2018/3333
1,2,2.20180009852e+11,R,43263.0,22018002009.0,,2018 CM1 1650 2210001,1237.55,1237.55,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 01/03/2018 - 31/03/2018 940,06 EUR x 0,05113 ( CUPS ES0031500018116002PJ0F Direccion PS JOSE",FE18321261314909,43194.0,F/2018/3334
1,2,2.20180009853e+11,R,43263.0,22018002010.0,,2018 CM1 1650 2210001,322.38,322.38,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 03/04/2018 8,833 KW x 3.97826333 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500018547001WS0",FE18321261792372,43199.0,F/2018/3335
1,2,2.20180009854e+11,R,43263.0,22018002011.0,,2018 CM1 1650 2210001,452.55,452.55,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 02/04/2018 11,778 KW x 3.84615385 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500018098001FK",FE18321261792373,43199.0,F/2018/3336
1,2,2.20180009855e+11,R,43263.0,22018002012.0,,2018 CM1 1650 2210001,520.4,520.4,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 02/04/2018 11,778 KW x 3.84615385 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500022911001ZH",FE18321261792382,43199.0,F/2018/3337
1,2,2.20180009856e+11,R,43263.0,22018002013.0,,2018 CM1 1650 2210001,185.35,185.35,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 03/04/2018 8,833 KW x 3.98052757 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500519963001XF0",FE18321261792375,43199.0,F/2018/3338
1,2,2.20180009857e+11,R,43263.0,22018002014.0,,2018 CM1 1650 2210001,58.32,58.32,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 03/04/2018 11,778 KW x 3.97860418 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500504018001SX",FE18321261792383,43199.0,F/2018/3339
1,2,2.20180009858e+11,R,43263.0,22018002015.0,,2018 CM1 1650 2210001,435.61,435.61,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 03/04/2018 9,00 KW x 3.97888889 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500019306001CS0F",FE18321261792384,43199.0,F/2018/3340
1,2,2.20180009859e+11,R,43263.0,22018002016.0,,2018 CM1 1650 2210001,403.26,403.26,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 06/03/2018 - 04/04/2018 11,778 KW x 3.97860418 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500015427001GB",FE18321261792385,43199.0,F/2018/3341
1,2,2.2018000986e+11,R,43263.0,22018002017.0,,2018 CM1 1650 2210001,284.66,284.66,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 05/02/2018 - 05/03/2018 214,01 EUR x 0,05113 ( CUPS ES0031500023952001BS0F Direccion PS MARI",FE18321261792386,43199.0,F/2018/3342
1,2,2.20180009861e+11,R,43263.0,22018002018.0,,2018 CM1 1650 2210001,904.63,904.63,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 05/02/2018 - 05/03/2018 701,47 EUR x 0,05113 ( CUPS ES0031500023953001DA0F Direccion PS MARI",FE18321261792387,43199.0,F/2018/3343
1,2,2.20180009862e+11,R,43263.0,22018002019.0,,2018 CM1 1650 2210001,684.94,684.94,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 05/02/2018 - 05/03/2018 528,74 EUR x 0,05113 ( CUPS ES0031500020145001CK0F Direccion PS SANT",FE18321261792378,43199.0,F/2018/3344
1,2,2.20180009863e+11,R,43263.0,22018002020.0,,2018 CM1 1650 2210001,1049.68,1049.68,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"CONSUMO ELECTRICIDAD 05/03/2018 - 02/04/2018 5.340,00 KWH x 0,14074 EUR/KWH ( CUPS ES0031500504009001SA0F Direccion PS S",FE18321261792376,43199.0,F/2018/3345
1,2,2.20180009864e+11,R,43263.0,22018002021.0,,2018 CM1 1650 2210001,287.4,287.4,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 04/03/2018 - 02/04/2018 9,35 KW x 3.93048128 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500504013001MR0F",FE18321261792377,43199.0,F/2018/3346
1,2,2.20180009865e+11,R,43263.0,22018002022.0,,2018 CM1 1650 2210001,366.92,366.92,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 03/04/2018 11,778 KW x 3.97860418 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500020755001TS",FE18321261792379,43199.0,F/2018/3347
1,2,2.20180009866e+11,R,43263.0,22018002023.0,,2018 CM1 1650 2210001,521.49,521.49,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 02/04/2018 11,778 KW x 3.84615385 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500525185001CH",FE18321261792380,43199.0,F/2018/3348
1,2,2.20180009867e+11,R,43263.0,22018002024.0,,2018 CM1 1650 2210001,371.28,371.28,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 05/03/2018 - 03/04/2018 11,778 KW x 3.97860418 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500616959001QQ",FE18321261792381,43199.0,F/2018/3349
1,2,2.20180009868e+11,R,43263.0,22018002025.0,,2018 CM1 1650 2210001,441.63,441.63,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/03/2018 - 18/04/2018 335,4 EUR x 0,05113 ( CUPS ES0031500021570001SX0F Direccion PS DOCTO",FE18321263302235,43213.0,F/2018/2944
1,2,2.20180009869e+11,R,43263.0,22018002026.0,,2018 CM1 1650 2210001,686.89,686.89,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/03/2018 - 19/04/2018 527,91 EUR x 0,05113 ( CUPS ES0031500015368001SY0F Direccion PS ANGE",FE18321263302234,43213.0,F/2018/2945
1,2,2.2018000987e+11,R,43263.0,22018002027.0,,2018 CM1 1650 2210001,451.38,451.38,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 10/03/2018 - 17/04/2018 341,72 EUR x 0,05113 ( CUPS ES0031500616965001RJ0F Direccion PS CALL",FE18321263302233,43213.0,F/2018/2946
1,2,2.20180009871e+11,R,43263.0,22018002028.0,,2018 CM1 1650 2210001,875.8,875.8,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/03/2018 - 18/04/2018 676,77 EUR x 0,05113 ( CUPS ES0031500023016001AT0F Direccion PS AMAZ",FE18321263302240,43213.0,F/2018/2954
1,2,2.20180009872e+11,R,43263.0,22018002029.0,,2018 CM1 1650 2210001,499.84,499.84,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/03/2018 - 19/04/2018 380,84 EUR x 0,05113 ( CUPS ES0031500503694002GN0F Direccion PS ESPA",FE18321263302238,43213.0,F/2018/2956
1,2,2.2018001081e+11,R,43273.0,22018002145.0,,2018 CM1 1650 2210001,685.54,685.54,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 16/11/2017 - 13/12/2017 529,55 EUR x 0,05113 ( CUPS ES0031500015368001SY0F Direccion PS ANGE",FE17321252222105,43089.0,F/2018/122
1,2,2.20180010811e+11,R,43273.0,22018002146.0,,2018 CM1 1650 2210001,858.11,858.11,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 03/11/2017 - 03/12/2017 673,35 EUR x 0,05113 ( CUPS ES0031500616959001QQ0F Direccion PS CURN",FE17321251539635,43083.0,F/2018/123
1,2,2.20180010812e+11,R,43273.0,22018002147.0,,2018 CM1 1650 2210001,396.01,396.01,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/11/2017 - 11/12/2017 301,9 EUR x 0,05113 ( CUPS ES0031500652107001RZ0F Direccion PS JOSEP",FE17321251770718,43087.0,F/2018/125
1,2,2.20180010813e+11,R,43273.0,22018002148.0,,2018 CM1 1650 2210001,745.7,745.7,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 16/11/2017 - 13/12/2017 576,84 EUR x 0,05113 ( CUPS ES0031500016429001FQ0F Direccion PS CLAU",FE17321252222106,43089.0,F/2018/129
1,2,2.20180010814e+11,R,43273.0,22018002149.0,,2018 CM1 1650 2210001,488.97,488.97,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 19/10/2017 - 15/11/2017 375,00 EUR x 0,05113 ( CUPS ES0031500023548002HB0F Direccion PS ESPA",FE17321251048496,43081.0,F/2018/130
1,2,2.20180010815e+11,R,43273.0,22018002150.0,,2018 CM1 1650 2210001,690.93,690.93,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 19/09/2017 - 18/10/2017 533,11 EUR x 0,05113 ( CUPS ES0031500023548002HB0F Direccion PS ESPA",FE17321251048495,43081.0,F/2018/131
1,2,2.20180010816e+11,R,43273.0,22018002151.0,,2018 CM1 1650 2210001,396.01,396.01,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/11/2017 - 12/12/2017 301,9 EUR x 0,05113 ( CUPS ES0031500019323001TH0F Direccion PS VIVES",FE17321252222110,43089.0,F/2018/132
1,2,2.20180010817e+11,R,43273.0,22018002152.0,,2018 CM1 1650 2210001,825.49,825.49,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/11/2017 - 12/12/2017 639,58 EUR x 0,05113 ( CUPS ES0031500019310001XJ0F Direccion PS VIVE",FE17321252222109,43089.0,F/2018/133
1,2,2.20180010818e+11,R,43273.0,22018002153.0,,2018 CM1 1650 2210001,567.89,567.89,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/11/2017 - 13/12/2017 436,69 EUR x 0,05113 ( CUPS ES0031500642825001VD0F Direccion PS BORJ",FE17321252222111,43089.0,F/2018/134
1,2,2.20180010819e+11,R,43273.0,22018002154.0,,2018 CM1 1650 2210001,528.02,528.02,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/11/2017 - 12/12/2017 405,7 EUR x 0,05113 ( CUPS ES0031500527208001WF0F Direccion PS VINYE",FE17321252222108,43089.0,F/2018/135
1,2,2.2018001082e+11,R,43273.0,22018002155.0,,2018 CM1 1650 2210001,397.88,397.88,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 16/11/2017 - 13/12/2017 303,38 EUR x 0,05113 ( CUPS ES0031500023548002HB0F Direccion PS ESPA",FE17321252222107,43089.0,F/2018/136
1,2,2.20180010821e+11,R,43273.0,22018002156.0,,2018 CM1 1650 2210001,1381.52,1381.52,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 01/11/2017 - 30/11/2017 1.054,32 EUR x 0,05113 ( CUPS ES0031500018116002PJ0F Direccion PS JO",FE17321250763487,43076.0,F/2018/137
1,2,2.20180010822e+11,R,43273.0,22018002157.0,,2018 CM1 1650 2210001,1056.8,1056.8,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 03/10/2017 - 02/11/2017 21,902 KW x 3.99369921 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500616959001QQ",FE17321251532915,43082.0,F/2018/138
1,2,2.20180010823e+11,R,43273.0,22018002158.0,,2018 CM1 1650 2210001,685.43,685.43,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 15/11/2017 - 12/12/2017 529,46 EUR x 0,05113 ( CUPS ES0031500616965001RJ0F Direccion PS CALL",FE17321251770411,43087.0,F/2018/139
1,2,2.20180010824e+11,R,43273.0,22018002159.0,,2018 CM1 1650 2210001,531.69,531.69,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/11/2017 - 11/12/2017 408,58 EUR x 0,05113 ( CUPS ES0031500017237001VA0F Direccion PS ESPL",FE17321251770419,43087.0,F/2018/140
1,2,2.20180010825e+11,R,43273.0,22018002160.0,,2018 CM1 1650 2210001,599.46,599.46,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/11/2017 - 11/12/2017 461,87 EUR x 0,05113 ( CUPS ES0031500018331001HP0F Direccion PS JOSE",FE17321251770416,43087.0,F/2018/141
1,2,2.20180010826e+11,R,43273.0,22018002161.0,,2018 CM1 1650 2210001,413.4,413.4,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/11/2017 - 11/12/2017 315,58 EUR x 0,05113 ( CUPS ES0031500021570001SX0F Direccion PS DOCT",FE17321251770414,43087.0,F/2018/142
1,2,2.20180010827e+11,R,43273.0,22018002162.0,,2018 CM1 1650 2210001,688.61,688.61,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/11/2017 - 13/12/2017 531,29 EUR x 0,05113 ( CUPS ES0031500018188001XE0F Direccion PS JOSE",FE17321251770415,43087.0,F/2018/143
1,2,2.20180010828e+11,R,43273.0,22018002163.0,,2018 CM1 1650 2210001,528.82,528.82,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 03/11/2017 - 03/12/2017 8,833 KW x 4.04279407 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500019306001CS0",FE17321251770420,43087.0,F/2018/144
1,2,2.20180010829e+11,R,43273.0,22018002164.0,,2018 CM1 1650 2210001,276.39,276.39,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 08/11/2017 - 05/12/2017 207,85 EUR x 0,05113 ( CUPS ES0031500023926001PM0F Direccion PS FAVA",FE17321251686817,43084.0,F/2018/145
1,2,2.2018001083e+11,R,43273.0,22018002165.0,,2018 CM1 1650 2210001,412.61,412.61,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 14/11/2017 - 13/12/2017 314,28 EUR x 0,05113 ( CUPS ES0031500575395001LY0F Direccion PS SINI",FE17321251770423,43087.0,F/2018/146
1,2,2.20180010831e+11,R,43273.0,22018002166.0,,2018 CM1 1650 2210001,321.8,321.8,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"POTENCIA ELEC. MODO 1 03/11/2017 - 03/12/2017 9,35 KW x 3.99358289 DÍAS x 0,00000 EUR/DÍAS ( CUPS ES0031500504013001MR0F",FE17321251495214,43082.0,F/2018/147
1,2,2.20180010832e+11,R,43273.0,22018002167.0,,2018 CM1 1650 2210001,347.71,347.71,2018.0,CM1,1650,2210001,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUESTO SOBRE ELECTRICIDAD 03/11/2017 - 03/12/2017 272,06 EUR x 0,05113 ( CUPS ES0031500504018001SX0F Direccion PS MOLL",FE17321251495217,43082.0,F/2018/148
