#,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes,Pagaments fets,de crèdits disponibles,de crèdits disp. a nivell de vinculació,de crèdits retinguts pendents d'ús,de despeses autoritzades,de despeses compromeses,d'obligacions reconegudes,Disponible de Remanentes por aplicación
,CM3,1512.0,2279901.0,"DEMOLICIÓ SINIA DES CUC - CAMI DES CASTELL, 84",,59983.0,59983.0,59862.28,44380.69,120.72,242309.33,,,,,
,SP1,2304.0,2279901.0,CONTRACT. SERV. ALTRES.- ATENCIÓ PRIMÀRIA,150000.0,-3069.46,146930.54,115250.92,97466.61,31679.62,46677.32,,,,,
,SP1,2305.0,2279901.0,CONTRACT. ALTRES.- MEDIACIÓ SOCIAL,17000.0,-3781.38,13218.62,,,13218.62,46677.32,,,,,
,SP1,3120.0,2279901.0,CONTRACT. SERV. ALTRES.- RGA,60000.0,22824.8,82824.8,84706.02,81734.2,-1881.22,7.91,,,,,
,SP1,3370.0,2279901.0,"CONTRACT.  SERVEIS, ALTRES.- JOVENTUT CONCERTS",2000.0,,2000.0,1385.9,735.0,614.1,7.91,,,,,
,SP2,3380.0,2279901.0,CONTR. SERV. ALTRES.- FESTES,27000.0,,27000.0,35040.0,35040.0,-8040.0,108936.18,,,,,
,SG1,9120.0,2300001.0,DIETES CARRECS ELECTES.-ORG. GOVERN,2500.0,,2500.0,2780.47,2660.47,-280.47,291828.02,,,,,
,SG2,9205.0,2302001.0,DIETES PERSONAL.-RECURSOS HUMANS,2000.0,,2000.0,622.17,577.72,1377.83,291828.02,,,,,
,SG1,9120.0,2310001.0,LOCOMOCIO.-ORG. GOVERN,3000.0,13000.0,16000.0,14023.07,11585.15,1976.93,291828.02,,,,,
,SG2,9205.0,2310001.0,LOCOMOCIO.-RECURSOS HUMANS,3000.0,,3000.0,5144.16,4937.72,-2144.16,291828.02,,,,,
,SG4,110.0,3101101.0,INTERESSOS.  LC - OPERACIÓ DE TRESORERIA,70000.0,-20000.0,50000.0,,,30000.0,40932.29,,,,,
,SG4,110.0,3101801.0,INT. PREST 2002 CAM-  INVERS.  Nº 0253636615,15373.0,-10000.0,5373.0,3317.58,3317.58,2055.42,40932.29,,,,,
,SG4,110.0,3101901.0,INT. PREST 2003  LC -  INVERS - Nº 30584029822,18215.0,,18215.0,18210.03,18210.03,4.97,40932.29,,,,,
,SG4,110.0,3102001.0,INT.  PREST 2004  BBVA INVERSIONS 974 04357000,72800.0,,72800.0,72783.2,72783.2,16.8,40932.29,,,,,
,SG4,110.0,3102101.0,INT.  PREST 2005 BBVA INVERSIONS 974 05137023,42870.0,12972.0,55842.0,55836.36,55836.36,5.64,40932.29,,,,,
,SG4,110.0,3102201.0,INT. PREST2006 BBVA 974-06183571,79415.0,22880.77,102295.77,102292.35,102292.35,3.42,40932.29,,,,,
,SG4,110.0,3102301.0,INT  PRESTEC 2006 CASA DE SES AIGÜES  Nº 308.383756-66,3806.0,,3806.0,1231.62,1231.62,2574.38,40932.29,,,,,
,SG4,110.0,3102401.0,INTERESSOS  CIM -  HIPODROM,1610.0,3911.01,5521.01,12266.96,12266.96,-6745.95,40932.29,,,,,
,SG4,110.0,3102501.0,INTERESSOS  PRESTEC INVERSIONS 2007 - LC,24431.0,-16000.0,8431.0,7190.59,7190.59,1240.41,40932.29,,,,,
,SG4,110.0,3102502.0,INTERESSOS  PRESTEC INVERSIONS 2007 - BBVA,25855.0,-15781.84,10073.16,7991.45,7991.45,2081.71,40932.29,,,,,
,SG4,110.0,3102601.0,INTERESSOS PREST 2008 LC INV 708776-98,17340.0,-11000.0,6340.0,5193.98,5193.98,1146.02,40932.29,,,,,
,SG4,110.0,3102701.0,INT. PREST 2009 BBVA,92320.0,26324.53,118644.53,118632.35,118632.35,12.18,40932.29,,,,,
,SG4,110.0,3102801.0,INT. PREST 2010 CAJA MADRID,78695.0,-13657.26,65037.74,58239.59,58239.59,6798.15,40932.29,,,,,
,SG4,110.0,3102901.0,BBVA.- INTERESSOS PRESTEC ICO 2011,13830.0,,13830.0,13826.45,13826.45,3.55,40932.29,,,,,
,SG4,110.0,3103001.0,LA CAIXA.- INTERESSOS PRÉSTEC ICO 2011,2820.0,7948.36,10768.36,10766.3,10766.3,2.06,40932.29,,,,,
,SG4,110.0,3103101.0,INTERESSOS PRESTEC 2014,50000.0,-50000.0,,,,,8027.19,,,,,
,SG4,110.0,3103201.0,SA NOSTRA.- INTERESSOS PRÉSTEC RD 4/2012,206000.0,-110000.0,96000.0,94266.47,94266.47,1733.53,40932.29,,,,,
,SG4,110.0,3103301.0,INT. AVAL DAVANT LA CAIB,,,,,,,40932.29,,,,,
,SG4,110.0,3520001.0,INTERESSOS DEMORA RETARD PAGAMENTS.- TRESORERIA,100000.0,-60000.0,40000.0,11972.81,11972.81,8027.19,8027.19,,,,,
,SP1,2410.0,4500001.0,DEVOLUCIONS A LA CAIB,30000.0,,30000.0,28755.07,28755.07,1244.93,24546.33,,,,,
,SG2,9205.0,4610111.0,TRANSF. AL CIMe- CONVENI SERVEI DE PREVENCIÓ,32000.0,27310.96,59310.96,27310.96,27310.96,32000.0,32000.0,,,,,
,SG4,4301.0,4610111.0,TRANSF. AL CIMe.- ESTACIONS NÀUTIQUES,,,,,,,,,,,,
,SG5,1300.0,4610111.0,TRANSF. AL CIMe.- POLICIA.- SERV. EXTINCIÓ INCENDIS,385000.0,669635.34,1054635.34,970763.0,970763.0,83872.34,89872.34,,,,,
,SP1,2304.0,4610111.0,TRANSF. CIMe.- CONVENI AJTs - ATAM,2500.0,,2500.0,,,2500.0,24546.33,,,,,
,SP1,3120.0,4610111.0,TRANSF. AL CIMe.- RGA - ACTIVITAT PERSONES MAJORS,7300.0,6194.0,13494.0,6194.0,6194.0,7300.0,24300.0,,,,,
,SP1,3131.0,4610111.0,TRANSF. AL CIMe.- CONVENI ALBERG ANIMALS,17000.0,46173.31,63173.31,46173.31,46173.31,17000.0,24300.0,,,,,
,SP2,3210.0,4610111.0,TRANSF. AL CIMe - (ADULTS-AT.EDUCATIVA),41500.0,118032.68,159532.68,118032.68,118032.68,41500.0,60100.0,,,,,
,SP3,3400.0,4610111.0,TRANSF. AL CIME - ISLAND GAMES,8500.0,,8500.0,,,8500.0,2061.45,,,,,
,SP2,3210.0,4610211.0,TRANSF. AL CIMe.- UNIV.OBERTA MAJORS,6000.0,38614.79,44614.79,42114.79,42114.79,2500.0,60100.0,,,,,
,SP2,3323.0,4610211.0,TRANSF. AL CIME.- NETEJA I MANTENIMENT BICs,7000.0,7000.0,14000.0,7000.0,7000.0,7000.0,60100.0,,,,,
,SP2,3344.0,4610211.0,CIME.- CAMPANYA NETEJA MONUMENTS ARQUEOLÒGICS - 2012-2015,6500.0,7368.62,13868.62,7368.62,7368.62,6500.0,60100.0,,,,,
,SP2,3210.0,4610311.0,I.M.E. -  Organisme Autònom del CIMe - CURSOS UIMIR 2013,35000.0,,35000.0,,,35000.0,35000.0,,,,,
,SG5,1300.0,4620111.0,TRANSF. A AJUNTAMENTS.- COL.LABORACIÓ POLICIES LOCALS,6000.0,,6000.0,,,6000.0,89872.34,,,,,
,CM1,1620.0,4670111.0,TRANSF. A CONSORCI R.S.U.- TRACTAMENT RESIDUS,500000.0,78855.92,578855.92,560864.88,513446.96,17991.04,21742.72,,,,,
,CM1,1650.0,4670111.0,TRANSF. A CONSORCIS.- CRSU - EFICIÈNCIA ENERGÈTICA,1000.0,,1000.0,673.89,552.91,326.11,21742.72,,,,,
,SP3,3400.0,4670111.0,TRANSF. A CONSORCI PAVELLÓ BINTAUFA,61800.0,,61800.0,68238.55,68238.55,-6438.55,2061.45,,,,,
,CM1,1620.0,4670211.0,TRANSF. A CONSORCIS.- CRSU - DEIXALLERIES MAÓ,76000.0,,76000.0,72574.43,60981.89,3425.57,21742.72,,,,,
,CM2,1511.0,4670211.0,TRANSF. A CONSORCIS.- PENYASSEGAT PORT DE MAO,,,,,,,21742.72,,,,,
,SP2,3210.0,4690111.0,TRANSF. A ALTRES ENS.- UNED,3000.0,,3000.0,3000.0,3000.0,,60100.0,,,,,
,SP2,3210.0,4720111.0,TRANSF. A COOPERATIVA EDUCACIÓ INFANTIL,580000.0,,580000.0,574845.26,574845.26,5154.74,5154.74,,,,,
,SP1,2304.0,4790111.0,CONVENI COL. ADVOCATS - OFICINA INTERMEDIACIÓ HIPOTECÀRIA,,,,,,,24546.33,,,,,
,SG1,9120.0,4800111.0,COL.LABORACIONS CIUTADANES -  ORGANS DE GOVERN,70000.0,29000.0,99000.0,97698.75,66918.59,1301.25,110410.45,,,,12759.22,
,SG7,4304.0,4800111.0,TRANSF. A ENTITATS.- TURISME,,,,,,,,,,,,
,SP1,2304.0,4800111.0,AJUTS ECONÒMICS INDIVIDUALS D'EMERGÈNCIA,151000.0,34736.0,185736.0,184934.6,171279.6,801.4,24546.33,,,,1030.43,
,SG1,9120.0,4800112.0,SUBV.NOMINATIVES EXERCICIS ANTERIORS,205977.0,,205977.0,142949.31,142949.31,63027.69,110410.45,,,,,
,SG1,9120.0,4800113.0,SUBVENCIONS I COL.LABORACIONS EXCEPCIONALS - ORG DE GOVERN,,45000.0,45000.0,11000.0,11000.0,34000.0,110410.45,,,,,
,CM1,1690.0,4800211.0,CONVENI ILLA DEL REI,10000.0,,10000.0,10000.0,10000.0,,21742.72,,,,,
,SG1,9120.0,4800211.0,TRANSF. A ENTITATS.- QUOTES FEDERACIONS,7000.0,4488.1,11488.1,10595.67,10595.67,892.43,110410.45,,,,,
,SP1,2304.0,4800211.0,CONVENI CREU ROJA,20000.0,,20000.0,,,20000.0,24546.33,,,,,
,SP2,3210.0,4800211.0,CONVENI COOP. ESCOLES INFANTILS,264000.0,,264000.0,264000.0,264000.0,,60100.0,,,,,
,SP2,3300.0,4800211.0,CONVENI BANDA DE MÚSICA MUNICIPAL,50000.0,7000.0,57000.0,57000.0,57000.0,,60100.0,,,,,
,SP1,2304.0,4800212.0,CONVENI FONS MENORQUÍ DE COOPERACIÓ,50000.0,,50000.0,50000.0,50000.0,,24546.33,,,,,
,SG1,9120.0,4800311.0,APORTACIÓ FUNDACIO TEATRE PRINCIPAL,,,,,,,110410.45,,,,,
,SP1,2305.0,4800311.0,TRANSF. A FUNDACIONS.- ATENCIO PRIMARIA,22000.0,,22000.0,22000.0,22000.0,,24546.33,,,,,
,SP2,3210.0,4800311.0,CONVENI SERVEIS EDUCATIUS DE MENORCA SAL,25000.0,,25000.0,25000.0,25000.0,,60100.0,,,,,
,SP2,3300.0,4800311.0,PREMIS DE CONCURS. - CULTURA,5300.0,,5300.0,2700.0,2700.0,2600.0,60100.0,,,,,
,SP2,3344.0,4800311.0,TRANSF. A FUNDACIO TEATRE PRINCIPAL,290000.0,30000.0,320000.0,320000.0,320000.0,,60100.0,,,,,
,SP2,3344.0,4800312.0,TRANSF. A FUNDACIÓ AMIGOS DE LA OPERA,20000.0,,20000.0,20000.0,20000.0,,60100.0,,,,,
,SG1,9120.0,4890111.0,TRANSFERÈNCIES A GRUPS MUNICIPALS,55000.0,,55000.0,43810.92,43810.92,11189.08,110410.45,,,,,
,SG1,9120.0,5000000.0,FONS DE CONTINGENCIA,544765.0,-459152.43,85612.57,,,13795.58,13795.58,,,,,
,SG4,4303.0,6110912.0,MAQUINARIA ESCORXADOR LEADER 2012,62000.0,,62000.0,61997.46,59123.43,2.54,2.54,,,,,
,SG4,4302.0,6120111.0,MILLORES CENTRE HISTÒRIC,,,,,,,2.54,,,,,
,SG4,4302.0,6120211.0,SENYALITZACIONS CENTRE HISTÒRIC,,,,,,,2.54,,,,,
,CM1,1690.0,6190111.0,2a. FASE COS DE GRACIA,680000.0,197347.51,877347.51,805683.01,805683.01,71664.5,44772.97,,,,,44157.1
,CM1,1695.0,6190111.0,MILLORES CALA LLONGA,10000.0,24379.18,34379.18,32729.51,32729.51,1649.67,44772.97,,,,,
,SP1,2410.0,6190111.0,OBRES CASA DE SES MONGES,,,,,,,,,,,,
,CM1,1695.0,6190112.0,ASFALTATS,55000.0,68121.92,123121.92,104091.37,104091.37,19030.55,44772.97,,,,,
,CM1,1695.0,6190211.0,MILLORES CIUTAT MICROACCIONS,50000.0,3134.91,53134.91,77424.72,72689.87,-24289.81,44772.97,,,,,-1482.15
,CM3,1690.0,6190211.0,PROJECTES DE REFORMA DE CARRERS,46000.0,134960.19,180960.19,268876.68,241846.69,-87916.49,44772.97,,,,,-7281.43
,CM1,1720.0,6190212.0,INVERSIONS MEDI AMBIENT,20000.0,,20000.0,19985.16,13469.6,14.84,44772.97,,,,,
,CM1,1695.0,6190311.0,PARCS INFANTILS,5000.0,,5000.0,4999.72,4999.72,0.28,44772.97,,,,,
,CM2,1511.0,6190311.0,INVERSIO EN VIES PUBLIQUES POIMA,20000.0,,20000.0,15640.46,12523.5,4359.54,44772.97,,,,,
,CM3,1690.0,6190311.0,INVERSIÓ EN VIES PÚBLIQUES OP,,610.74,610.74,610.74,610.74,,44772.97,,,,,
,SG5,1300.0,6190311.0,MOBILITAT,25000.0,,25000.0,,,25000.0,36829.44,,,,,
,CM2,1511.0,6190312.0,CARRIL BICI VIA RONDA,60000.0,,60000.0,,,60000.0,44772.97,,,,,
,CM1,1690.0,6190314.0,ESCALES MECÀNIQUES PORT MAÓ,,17847.5,17847.5,17847.5,17847.5,,44772.97,,,,,
,CM1,1695.0,6190411.0,INVERSIONS EN CLIMATITZACIO,30000.0,,30000.0,29486.86,29486.86,513.14,44772.97,,,,,
,CM2,1511.0,6190414.0,REPARACIONS URGENTS PENYA-.SEGAT PORT MAÓ,,,,47850.06,35151.56,-47850.06,44772.97,,,,,
,CM3,1690.0,6190609.0,REHABILITACIÓ ST. ESTEVE,,58651.12,58651.12,,,58651.12,44772.97,,,,,
,CM3,1690.0,6191911.0,OBRES A ZONES TURÍSTIQUES,125000.0,309355.95,434355.95,400745.3,400745.3,33610.65,44772.97,,,,,-219401.15
,SP3,3400.0,6220110.0,INVERSIONS PISTES HÍPIQUES,,,,,,,327.91,,,,,
,CM3,1690.0,6220111.0,INVERSIONS EN EDIFICIS.- OBRA PÚBLICA,30000.0,18605.7,48605.7,58818.53,43196.09,-10212.83,44772.97,,,,,-15472.24
,SP3,3400.0,6220111.0,INSTAL.LACIONS ESPORTIVES,20000.0,12964.0,32964.0,32636.09,28539.03,327.91,327.91,,,,,
,CM1,1650.0,6220311.0,PLA D'ESTALVI ENERGÈTIC MUNICIPAL,25000.0,7603.21,32603.21,32595.62,32595.62,7.59,44772.97,,,,,
,SG1,9120.0,6220311.0,"MILLORES EDIFICIS CEDITS A PARTICIPACIÓ CIUTADANA: AAVV, ETC",,40000.0,40000.0,,,40000.0,70648.66,,,,,
,CM1,1650.0,6220312.0,BIOMASSA PLA IDAE CAIB,,,,,,,44772.97,,,,,
,SP2,3210.0,6220410.0,OBRES IES CAP DE LLEVANT,,,,,,,116090.65,,,,,
,SP2,3210.0,6220610.0,NOU CP SA GRADUADA,,,,,,,,,,,,
,SP2,3210.0,6220711.0,AMPLIACIÓ I REFORMA IES PASQUAL CALBÓ,,,,,,,116090.65,,,,,
,CM1,1695.0,6230111.0,EQUIPAMENTS.- BRIGADA D'OBRES,,,,901.45,901.45,-901.45,44772.97,,,,,
,CM3,1690.0,6230111.0,INVERSIÓ PLA LEADER 2012 CAIB MAQUINARIA,,,,,,,44772.97,,,,,
,SG4,9311.0,6230111.0,EQUIPAMENT GENERAL,5000.0,3719.9,8719.9,10088.46,9216.17,-1368.56,70648.66,,,,,
,SG5,1300.0,6230111.0,EQUIPAMENT POLICIA,40000.0,,40000.0,28170.56,17673.45,11829.44,36829.44,,,,,
,SP1,3120.0,6230111.0,EQUIPAMENT RGA,10000.0,,10000.0,8299.85,7532.32,1700.15,1700.15,,,,,
,SP2,3344.0,6230111.0,INSTRUMENTS ESCOLA DE MÚSICA,3000.0,,3000.0,2981.41,2981.41,18.59,116090.65,,,,,
,CM1,1695.0,6240111.0,VEHICLE BRIGADA D'OBRES,,,,,,,44772.97,,,,,
,SG4,9311.0,6250111.0,MOBILIARI,10000.0,10000.0,20000.0,12071.54,12071.54,7928.46,70648.66,,,,,
,SP2,3210.0,6250111.0,MOBILIARI ESCOLES INFANTILS MAÓ,2000.0,,2000.0,1193.01,1193.01,806.99,116090.65,,,,,
,SP2,3380.0,6250111.0,MOBILIARI FESTES,,20000.0,20000.0,15841.83,2817.75,4158.17,4158.17,,,,,
,SG2,9206.0,6260111.0,EQUIPAMENT INFORMATIC,50000.0,,50000.0,25911.24,25612.24,24088.76,70648.66,,,,,
,SP1,3130.0,6260111.0,EQUIPAMENT INFORMATIC,,,,,,,,,,,,
,SG2,9206.0,6260211.0,FIBRA OPTICA,,,,,,,70648.66,,,,,
,SP1,3130.0,6260211.0,MILLORES ZONES CEMENTIRI,5000.0,,5000.0,5000.0,5000.0,,1700.15,,,,,
,SP2,3323.0,6290111.0,INVERSIO BÉNS CULTURALS ARXIU I PATRIMONI,100000.0,40000.0,140000.0,24462.68,438.0,115537.32,116090.65,,,,,
,CM1,1690.0,6320111.0,INVERSIONS EN EDIFICIS MPALS,,23000.0,23000.0,9283.99,9283.99,13716.01,44772.97,,,,,
,SP1,3120.0,6320111.0,INVERSIONS EN EDIFICI  RGA I SERVEIS SOCIALS,,1263.32,1263.32,1263.32,1263.32,,1700.15,,,,,
,SP2,3210.0,6320111.0,INVERSIONS EN ESCOLES,19760.0,5000.0,24760.0,25032.25,18619.33,-272.25,116090.65,,,,,
,CM2,1511.0,6810111.0,INDEMNITZACIONS CONVENI MASNET,360000.0,,360000.0,360000.0,360000.0,,44772.97,,,,,
,CM2,1511.0,6810212.0,EXPROPAICIO TERRENY ANNEX A SA GRADUADA,,,,,,,44772.97,,,,,
,CM2,1511.0,6810214.0,EXPROPIACIÓ PLACIDO ABAD/ADORACION LA,188615.0,,188615.0,188610.06,188610.06,4.94,44772.97,,,,,
,CM2,1511.0,6810311.0,EXPROPIACIO STA ROSA 43-45,193000.0,,193000.0,196122.12,196122.12,-3122.12,44772.97,,,,,
,SP2,3210.0,7500211.0,OBRES QUARTER DE SANTIAGO -,60240.0,-60240.0,,,,,,,,,,
,CM1,1720.0,7610311.0,CIMe - CONVENI PLATGES,100000.0,97341.2,197341.2,97341.2,97341.2,100000.0,95001.19,,,,,
,CM1,1550.0,7610411.0,CIMe.- CAMINS RURALS,27000.0,1350.31,28350.31,35298.75,1350.31,-6948.44,95001.19,,,,,
,SG5,1300.0,7610411.0,CIMe.- PLA TERME.- EXTINCIÓ D'INCENDIS,20000.0,24984.36,44984.36,24984.36,24984.36,20000.0,20000.0,,,,,
,SG1,9120.0,7670001.0,TRANSF. A CONSORCIS.- LA MOLA,15000.0,,15000.0,15000.0,15000.0,,,,,,,
,CM1,1650.0,7670111.0,TRANSF. A C.R.S.U.- PLA EFICIÈNCIA ENERGÈTICA,37610.0,,37610.0,37570.55,28170.31,39.45,95001.19,,,,,
,CM2,1511.0,7670211.0,TRANSF. A CONSORCIS.- PENYASSEGAT PORT DE MAÓ,273720.0,,273720.0,273720.0,273720.0,,95001.19,,,,,
,SP3,1690.0,7670311.0,CONSORCI PAVELLÓ BINTAUFA.- AMORTITZACIONS,,,,,,,,,,,,
,SP3,3400.0,7670311.0,TRANSF. A CONSORCI BINTAUFA - AMORTITZACIO,237500.0,,237500.0,237500.0,237500.0,,25426.22,,,,,
,SP3,3400.0,7700111.0,U.D. MAHÓN .- NOMINATIVA,140000.0,,140000.0,114573.78,114573.78,25426.22,25426.22,,,,,
,CM2,1511.0,7700114.0,PUM SL - ENCOMANA GESTIO FOMIT,178000.0,,178000.0,178000.0,178000.0,,95001.19,,,,,
,CM3,1690.0,7710311.0,PUM SL - OBRES CONSTRUCCIÓ C/ VASSALLO,,83508.86,83508.86,68203.21,68203.21,15305.65,15305.65,,,,,-68203.21
,SP2,3210.0,7713210.0,PUM SL.- OBRES A ESCOLES INFANTILS,,50548.78,50548.78,,,50548.78,,,,,,-50548.78
,SP3,3400.0,7800111.0,TRANSF. A ENTITATS - CLUB BALONCESTO LA SALLE,20000.0,,20000.0,20000.0,20000.0,,25426.22,,,,,
,CM2,1511.0,7800311.0,PLA MILLORA FAÇANES,50000.0,20000.0,70000.0,68089.82,64002.66,1910.18,95001.19,,,,2626.16,
,SG4,9324.0,8209001.0,BESTRETRES A CURT TERMINI A ENTITATS DEL SECTOR PUBLIC,,265000.0,265000.0,,,265000.0,265000.0,,,,,
,SG4,9324.0,8300001.0,BESTRETES AL PERSONAL,60000.0,,60000.0,30637.89,30237.89,29362.11,29362.11,,,,,
,SG4,110.0,9131801.0,AMORT. PREST 2002 - CAM- Nº 0253636615,140237.0,,140237.0,140236.23,140236.23,0.77,58963.99,,,,,
,SG4,110.0,9131901.0,AMORT. PREST 2003 - LC Nº 30584029822,103045.0,,103045.0,103043.66,103043.66,1.34,58963.99,,,,,
,SG4,110.0,9132001.0,AMORT. PREST 2004  BBVA  974 04357000,266368.0,,266368.0,266366.67,266366.67,1.33,58963.99,,,,,
,SG4,110.0,9132101.0,AMORT. PREST 2005 BBVA  974 05137023,200000.0,,200000.0,200000.0,200000.0,,58963.99,,,,,
,SG4,110.0,9132201.0,AMORT. PREST 2006 BBVA 974-06183571,261795.0,,261795.0,261793.73,261793.73,1.27,58963.99,,,,,
,SG4,110.0,9132301.0,AMORT. PREST 2007 BBVA  Nº 07457494,136175.0,,136175.0,136174.17,136174.17,0.83,58963.99,,,,,
,SG4,110.0,9132401.0,AMORT. PREST 2006  CASA SES AIGÜES. 383752-66,42695.0,170774.62,213469.62,213468.27,213468.27,1.35,58963.99,,,,,
,SG4,110.0,9132402.0,AMORT. PREST FOMIT 2006 - CIME,46332.0,436285.46,482617.46,436285.46,436285.46,46332.0,58963.99,,,,,
,SG4,110.0,9132501.0,AMORT. PREST 2007 LC  INVERS.Nº 9620-309-10030025,130443.0,,130443.0,130441.55,130441.55,1.45,58963.99,,,,,
,SG4,110.0,9132601.0,AMORT. PREST 2008 LC INV 708776-98,131667.0,581099.82,712766.82,712766.42,712766.42,0.4,58963.99,,,,,
,SG4,110.0,9132701.0,AMORT. PREST 2009 BBVA 159010,144440.0,,144440.0,144440.0,144440.0,,58963.99,,,,,
,SG4,110.0,9132801.0,AMORTITZ. PRÉSTEC INVERS. 2010 -  CAJA MADRID,183492.0,618462.66,801954.66,789332.14,789332.14,12622.52,58963.99,,,,,
,SG4,110.0,9132901.0,BBVA.- AMORTITZACIÓ PRESTEC ICO 2010,212715.0,,212715.0,212714.35,212714.35,0.65,58963.99,,,,,
,SG4,110.0,9133001.0,LA CAIXA.- AMORTITZ. PRÉSTEC ICO - 9620.31180722217,43353.0,,43353.0,43352.92,43352.92,0.08,58963.99,,,,,
,SG4,110.0,9133201.0,SA NOSTRA.- AMORTITZ. PRÉSTEC ICO RD 4/2012,189451.0,2841755.68,3031206.68,3031206.68,3031206.68,,,,,,,
