#,E,Org.,Fun.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes,Pagaments fets,SALDO de crèdits disponibles,SALDO de crèdits disp. a nivell de vinculació,SALDO de crèdits retinguts pendents d'ús,SALDO de despeses autoritzades,SALDO de despeses compromeses,SALDO d'obligacions reconegudes,Gasto Pendiente Aplicar a Presupuesto,Factures consumeixen disp. Pend. Comptabilitzar
,2,CM1,1721.0,2279901.0,ALTRES TREBALLS ALTRES.- MEDI AMBIENT,189000.0,,189000.0,155349.4,153167.23,-10253.07,8.66,43903.67,,,,,
,2,CM2,1511.0,2279901.0,CONTRACTACIO SERVEIS URBANISME,18000.0,24416.95,42416.95,1815.0,1815.0,16185.0,8.66,24416.95,,,,,
,2,SP1,2310.0,2279901.0,CONTRACT. SERV. ALTRES.- ATENCIÓ PRIMÀRIA,150000.0,-11300.0,138700.0,98275.31,97888.17,,49.42,20922.63,19502.06,,,,
,2,SP1,2311.0,2279901.0,CONTRACT. ALTRES.- MEDIACIÓ SOCIAL,30038.0,-30038.0,,,,,49.42,,,,,,
,2,SP1,3120.0,2279901.0,CONTRACT. SERV. ALTRES.- RGA,60000.0,9946.85,69946.85,61955.59,54271.62,,36.84,7991.26,,,,,
,2,SP1,3370.0,2279901.0,"CONTRACT.  SERVEIS, ALTRES.- JOVENTUT CONCERTS",2000.0,,2000.0,782.76,,1217.24,36.84,,,,,,
,2,SP2,3341.0,2279901.0,CONTRACT SERVEIS VARIS.- ENTRE D'ART HDEZ SANZ,,60000.0,60000.0,33608.69,29242.71,26260.02,6.05,131.29,,,,,
,2,SP2,3380.0,2279901.0,CONTR. SERV. ALTRES.- FESTES,50000.0,,50000.0,50401.9,37564.91,-404.2,6.05,2.3,,,,3657.56,
,2,SG1,9120.0,2300001.0,DIETES CARRECS ELECTES.-ORG. GOVERN,2500.0,,2500.0,60.0,60.0,-60.0,8312.56,2500.0,,,,,
,2,SG2,9205.0,2302001.0,DIETES PERSONAL.-RECURSOS HUMANS,2000.0,,2000.0,1651.08,1607.07,348.92,8312.56,,,,,,
,2,SG1,9120.0,2310001.0,LOCOMOCIO.-ORG. GOVERN,3000.0,,3000.0,6508.36,6466.56,-3508.36,8312.56,,,,,,
,2,SG2,9205.0,2310001.0,LOCOMOCIO.-RECURSOS HUMANS,3000.0,70.57,3070.57,7407.53,6612.29,-6037.42,8312.56,1700.46,,,,,
,3,SG4,110.0,3101101.0,INTERESSOS.  LC - OPERACIÓ DE TRESORERIA,40000.0,,40000.0,9331.47,9331.47,30668.53,245245.88,,,,,,
,3,SG4,110.0,3101801.0,INT. PREST 2002 CAM-  INVERS.  Nº 0253636615,3500.0,,3500.0,1555.0,1555.0,1945.0,245245.88,,,,,,
,3,SG4,110.0,3101901.0,INT. PREST 2003  LC -  INVERS - Nº 30584029822,15500.0,,15500.0,14971.31,14971.31,528.69,245245.88,,,,,,
,3,SG4,110.0,3102001.0,INT.  PREST 2004  BBVA INVERSIONS 974 04357000,65000.0,,65000.0,62385.28,62385.28,2614.72,245245.88,,,,,,
,3,SG4,110.0,3102101.0,INT.  PREST 2005 BBVA INVERSIONS 974 05137023,39000.0,,39000.0,37145.67,37145.67,1854.33,245245.88,,,,,,
,3,SG4,110.0,3102201.0,INT. PREST2006 BBVA 974-06183571,73000.0,,73000.0,70333.5,70333.5,2666.5,245245.88,,,,,,
,3,SG4,110.0,3102501.0,INTERESSOS  PRESTEC INVERSIONS 2007 - LC,8000.0,,8000.0,4453.27,4453.27,3546.73,245245.88,,,,,,
,3,SG4,110.0,3102502.0,INTERESSOS  PRESTEC INVERSIONS 2007 - BBVA,7000.0,,7000.0,2565.51,2565.51,4434.49,245245.88,,,,,,
,3,SG4,110.0,3102601.0,INTERESSOS PREST 2008 LC INV 708776-98,3000.0,,3000.0,790.21,790.21,2209.79,245245.88,,,,,,
,3,SG4,110.0,3102701.0,INT. PREST 2009 BBVA,87000.0,,87000.0,84535.4,84535.4,2464.6,245245.88,,,,,,
,3,SG4,110.0,3102801.0,INT. PREST 2010 CAJA MADRID,30000.0,,30000.0,20996.29,20996.29,9003.71,245245.88,,,,,,
,3,SG4,110.0,3103101.0,INTERESSOS PRESTEC 2014,100000.0,,100000.0,,,100000.0,245245.88,,,,,,
,3,SG4,110.0,3520001.0,INTERESSOS DEMORA RETARD PAGAMENTS.- TRESORERIA,100000.0,,100000.0,16691.21,14232.89,83308.79,245245.88,,,,2458.32,,
,3,SG4,110.0,3570001.0,BBVA.- DESP. FINANCERES AVAL DAVANT ABAQUA,,,,,,,245245.88,,,,,,
,4,SP1,2410.0,4500001.0,DEVOLUCIONS A LA CAIB,40000.0,,40000.0,39484.93,39484.93,,578.66,515.07,,,,11324.11,
,4,SG2,9205.0,4610111.0,TRANSF. AL CIMe- CONVENI SERVEI DE PREVENCIÓ,32000.0,33177.39,65177.39,55875.26,55875.26,9302.13,2110.13,,,,,,25575.71
,4,SG5,1300.0,4610111.0,TRANSF. AL CIMe.- POLICIA.- SERV. EXTINCIÓ INCENDIS,385000.0,,385000.0,307962.71,307962.71,77037.29,83037.29,,,,,319573.71,
,4,SP1,2310.0,4610111.0,TRANSF. CIMe.- CONVENI AJTs - ATAM,2500.0,2172.37,4672.37,2172.37,2172.37,,578.66,2500.0,,,,,
,4,SP1,3110.0,4610111.0,TRANSF. AL CIMe.- CONVENI ALBERG ANIMALS,17500.0,17031.83,34531.83,17031.83,17031.83,17500.0,6131.0,,,,,17243.72,
,4,SP1,3120.0,4610111.0,TRANSF. AL CIMe.- RGA - ACTIVITAT PERSONES MAJORS,7300.0,,7300.0,11369.0,4652.0,-11369.0,6131.0,7300.0,,,,,
,4,SP2,3210.0,4610111.0,TRANSF. AL CIMe - (ADULTS-AT.EDUCATIVA),12500.0,39344.92,51844.92,51753.55,39344.92,,1727.64,,,91.37,,,
,4,SP2,3346.0,4610111.0,TRANSF. AL CIME FOMENT DE L'ÚS DEL CATALÀ EN ELS COMERÇOS,,,,1414.0,1414.0,-1414.0,1727.64,,,,,,
,4,SP2,3210.0,4610112.0,TRANSF.CIME EDUCACIO PERSONES ADULTES,26500.0,,26500.0,22288.45,,,1727.64,,,4211.55,,,
,4,SP2,3210.0,4610211.0,TRANSF. AL CIMe.- UNIV.OBERTA MAJORS,3400.0,2146.98,5546.98,7283.38,5243.73,-3096.75,1727.64,,,1360.35,,3342.13,
,4,SP2,3344.0,4610211.0,CIME.- CAMPANYA NETEJA MONUMENTS ARQUEOLÒGICS - 2012-2015,6500.0,6868.97,13368.97,6868.97,6868.97,6500.0,1727.64,,,,,7147.0,
,4,SP2,3210.0,4610311.0,I.M.E. -  Organisme Autònom del CIMe - CURSOS UIMIR 2013,35000.0,35000.0,70000.0,2799.98,,,1727.64,,,67200.02,,,
,4,CM1,1624.0,4610411.0,CIME - CAMINS RURALS,27000.0,,27000.0,13167.12,,,14.85,13832.88,,,,6999.29,
,4,SG5,1300.0,4620111.0,TRANSF. A AJUNTAMENTS.- COL.LABORACIÓ POLICIES LOCALS,6000.0,,6000.0,,,6000.0,83037.29,,,,,,
,4,SG1,9120.0,4660111.0,A altres entitats - QUOTES FEDERACIONS,7000.0,,7000.0,,,,2110.13,7000.0,,,,,
,4,CM1,1621.0,4670111.0,TRANSF. A CONSORCI R.S.U.- TRACTAMENT RESIDUS,550000.0,36661.64,586661.64,544419.78,515472.95,,14.85,42241.86,,,,,
,4,CM1,1650.0,4670111.0,TRANSF. A CONSORCIS.- CRSU - EFICIÈNCIA ENERGÈTICA,1000.0,,1000.0,219.2,219.2,,14.85,780.8,,,,,
,4,SP3,3400.0,4670111.0,TRANSF. A CONSORCI PAVELLÓ BINTAUFA,61800.0,,61800.0,48772.11,48772.11,13027.89,13027.89,,,,,,
,4,CM1,1621.0,4670211.0,TRANSF. A CONSORCIS.- CRSU - DEIXALLERIES MAÓ,76000.0,,76000.0,78252.19,72077.78,-4537.5,14.85,2285.31,,,,,
,4,CM2,1511.0,4670211.0,TRANSF. A CONSORCIS.- PENYASSEGAT PORT DE MAO,10000.0,2411.67,12411.67,7859.32,7859.32,4552.35,14.85,,,,,,
,4,SP2,3210.0,4690111.0,TRANSF. A ALTRES ENS.- UNED,3000.0,,3000.0,3000.0,,,1727.64,,,,,,
,4,SP2,3210.0,4720111.0,TRANSF. A COOPERATIVA EDUCACIÓ INFANTIL,580000.0,,580000.0,569169.14,569169.14,10830.86,10830.86,,,,,,
,4,SG1,9120.0,4800111.0,COL.LABORACIONS CIUTADANES -  ORGANS DE GOVERN,70000.0,5300.0,75300.0,79532.58,45243.76,-7192.0,2110.13,2959.42,,,8015.31,,
,4,SP1,2310.0,4800111.0,AJUTS ECONÒMICS INDIVIDUALS D'EMERGÈNCIA,173944.0,44559.2,218503.2,217348.54,203598.23,578.66,578.66,576.0,,,1437.56,,
,4,SG1,9120.0,4800112.0,SUBV.NOMINATIVES EXERCICIS ANTERIORS,,20000.0,20000.0,20000.0,20000.0,,,,,,,,
,4,SG1,9120.0,4800113.0,SUBVENCIONS EXCEPCIONALS,,107679.48,107679.48,107679.48,70772.11,,,,,,14907.37,,
,4,CM1,1651.0,4800211.0,CONVENI ILLA DEL REI,10000.0,,10000.0,10000.0,,,14.85,,,,,,
,4,SP1,2310.0,4800211.0,CONVENI CREU ROJA,25000.0,20000.0,45000.0,45000.0,20000.0,,578.66,,,,12500.0,,
,4,SP2,3210.0,4800211.0,CONVENI COOP. ESCOLES INFANTILS,252000.0,12666.66,264666.66,264928.27,255333.32,-261.61,1727.64,,,,,,
,4,SP2,3300.0,4800211.0,CONVENI BANDA DE MÚSICA MUNICIPAL,57000.0,,57000.0,57000.0,42750.0,,1727.64,,,,,,
,4,SP3,3400.0,4800211.0,CONVENI CLUB MARITIMO MAHON,40000.0,,40000.0,40000.0,20000.0,,13027.89,,,,20000.0,,
,4,SP1,2310.0,4800212.0,CONVENI FONS MENORQUÍ DE COOPERACIÓ,70000.0,,70000.0,70000.0,70000.0,,578.66,,,,,,
,4,SP1,2311.0,4800311.0,TRANSF. A FUNDACIONS.- ATENCIO PRIMARIA,22000.0,,22000.0,22000.0,22000.0,,578.66,,,,,,
,4,SP2,3210.0,4800311.0,CONVENI SERVEIS EDUCATIUS DE MENORCA SAL,25000.0,,25000.0,25000.0,25000.0,,1727.64,,,,,,
,4,SP2,3300.0,4800311.0,PREMIS DE CONCURS. - CULTURA,5300.0,,5300.0,4720.0,4720.0,,1727.64,580.0,,,,,
,4,SP2,3322.0,4800311.0,TRANSF. FUNDACIÓ CA N' OLIVER,60000.0,-60000.0,,,,,1727.64,,,,,,
,4,SP2,3344.0,4800311.0,TRANSF. A FUNDACIO TEATRE PRINCIPAL,290000.0,,290000.0,290000.0,290000.0,,1727.64,,,,,,
,4,SP2,3344.0,4800312.0,TRANSF. A FUNDACIÓ AMIGOS DE LA OPERA,20000.0,,20000.0,20000.0,20000.0,,1727.64,,,,,,
,4,SG1,9120.0,4890111.0,TRANSFERÈNCIES A GRUPS MUNICIPALS,55000.0,,55000.0,47769.97,47769.97,,2110.13,7230.03,,,,,
,5,SG1,9120.0,5000000.0,FONS DE CONTINGENCIA,356000.0,-356000.0,,,,,,,,,,,
,6,CM1,1652.0,6190111.0,MILLORES CALA LLONGA,,,,,,,37275.48,,,,,,
,6,CM1,1652.0,6190112.0,ASFALTATS,100000.0,,100000.0,99992.06,99992.06,0.18,37275.48,7.76,,,,,
,6,CM1,1652.0,6190211.0,MILLORES CIUTAT MICROACCIONS,75000.0,,75000.0,92613.0,92613.0,-30520.88,37275.48,23.15,6750.32,6134.41,,,
,6,CM3,1651.0,6190211.0,PROJECTES DE REFORMA DE CARRERS,1669607.0,27432.74,1697039.74,845662.47,602504.91,-50969.12,37275.48,18598.33,483177.48,400570.58,68465.24,,
,6,CM1,1652.0,6190212.0,RECUPERACIO ESPAIS I PARCELES MUNICIPALS,50000.0,,50000.0,50320.74,50320.74,-1270.5,37275.48,948.76,1.0,,,,
,6,CM1,1721.0,6190212.0,INVERSIONS MEDI AMBIENT,80000.0,,80000.0,74025.44,71157.31,-24774.87,37275.48,30400.64,348.79,,,,
,6,CM1,1652.0,6190213.0,OBRES NOVES XARXA ELECTRICA,20000.0,,20000.0,18023.38,18023.38,,37275.48,1976.62,,,,,
,6,CM1,1652.0,6190214.0,XARXA DE CAMINS RURALS,50000.0,,50000.0,50610.07,50610.07,-16307.56,37275.48,3852.49,11845.0,,,,
,6,CM1,1652.0,6190311.0,PARCS INFANTILS,60000.0,,60000.0,58639.63,58639.63,,37275.48,1301.08,,59.29,,,
,6,CM2,1511.0,6190311.0,INVERSIO EN VIES PUBLIQUES POIMA,60000.0,232125.59,292125.59,43402.99,,248722.6,37275.48,,,,,,
,6,SG5,1300.0,6190311.0,MOBILITAT,25000.0,,25000.0,,,25000.0,39526.31,,,,,,
,6,CM2,1511.0,6190312.0,CARRIL BICI VIA RONDA,,,,,,,37275.48,,,,,,
,6,CM2,1511.0,6190313.0,DESENVOLUPAMENT URBA SOSTENIBLE,40000.0,,40000.0,8981.36,8981.36,31018.64,37275.48,,,,,,
,6,CM1,1652.0,6190411.0,INVERSIONS EN CLIMATITZACIO,45000.0,,45000.0,38748.76,38748.76,,37275.48,6251.24,,,,,
,6,CM2,1511.0,6190414.0,REPARACIONS URGENTS PENYA-.SEGAT PORT MAÓ,,,,37899.75,37899.75,-37899.75,37275.48,,,,,,
,6,CM3,1651.0,6220111.0,INVERSIONS EN EDIFICIS.- OBRA PÚBLICA,50000.0,38208.57,88208.57,56530.2,53427.98,-81000.0,37275.48,16205.58,81000.0,15472.79,,,
,6,SP3,3400.0,6220111.0,INSTAL.LACIONS ESPORTIVES,70000.0,3600.0,73600.0,71559.82,63610.97,341.98,341.98,0.01,,1698.19,,,
,6,CM1,1650.0,6220311.0,PLA D'ESTALVI ENERGÈTIC MUNICIPAL,10000.0,,10000.0,6739.7,6739.7,,37275.48,3260.3,,,,,
,6,SG1,9120.0,6220311.0,"MILLORES EDIFICIS CEDITS A PARTICIPACIÓ CIUTADANA: AAVV, ETC",,40000.0,40000.0,34602.24,34602.24,,,5397.76,,,,,
,6,SG4,9311.0,6230111.0,EQUIPAMENT GENERAL,10000.0,6974.42,16974.42,24693.78,23682.43,-9198.67,,755.0,,724.31,,10350.0,
,6,SG5,1300.0,6230111.0,EQUIPAMENT POLICIA,55000.0,,55000.0,40215.99,40215.99,14526.31,39526.31,,,257.7,,,
,6,SP1,3120.0,6230111.0,EQUIPAMENT RGA,50000.0,252.0,50252.0,27571.61,26832.5,,,22680.39,,,,,
,6,SP2,3344.0,6230111.0,INSTRUMENTS ESCOLA DE MÚSICA,4000.0,-2000.0,2000.0,1573.37,1440.02,,255.12,426.63,,,,13057.37,
,6,CM1,1652.0,6240111.0,VEHICLES BRIGADA D'OBRES,,21778.79,21778.79,21778.79,21778.79,,,,,,,,
,6,SP2,3341.0,6250001.0,Mobiliari- CENTRE D'ART I HISTÒRIA HDEZ SANZ,,20000.0,20000.0,19538.89,19538.89,-88.36,255.12,432.58,,116.89,,,
,6,SG4,9311.0,6250111.0,MOBILIARI,15000.0,,15000.0,5785.2,5785.2,9198.67,,12.31,,3.82,,17968.5,
,6,SP2,3210.0,6250111.0,MOBILIARI ESCOLES INFANTILS MAÓ,2000.0,,2000.0,1252.95,1252.95,,255.12,747.05,,,,,
,6,SG2,9206.0,6260111.0,EQUIPAMENT INFORMATIC,,53629.0,53629.0,51751.62,35333.92,,,1877.38,,,,,
,6,SP1,1640.0,6260201.0,MILLORES CEMENTIRI MUNICIPAL,5000.0,,5000.0,4917.27,4917.27,82.72,82.72,,,0.01,,,
,6,SP2,3322.0,6290111.0,BÉNS CULTURALS,,115313.38,115313.38,113861.43,113861.43,,,1451.95,,,,,
,6,SP2,3322.0,6290112.0,MILLORES PALAU OLIVER,,100000.0,100000.0,43973.55,15375.2,,,8284.0,,47742.45,,,
,6,CM1,1651.0,6320111.0,INVERSIONS EN EDIFICIS MPALS,,13716.01,13716.01,8866.01,8866.01,,,4850.0,,,,,
,6,SP1,2410.0,6320111.0,ADEQUACIÓ EDIFICI CASA DE SES MONGES,,79422.31,79422.31,30884.31,,,,,,48538.0,,,
,6,SP2,3210.0,6320111.0,INVERSIONS EN ESCOLES,65000.0,,65000.0,66346.68,63648.38,-2955.52,255.12,1597.46,10.7,0.68,,,
,6,SP2,3210.0,6320214.0,OBRES ESCOLA ADULTS AL QUARTER SANTIAGO,600057.0,,600057.0,,,3299.0,255.12,44998.0,,551760.0,,,
,6,CM2,1511.0,6810111.0,INDEMNITZACIONS CONVENI MASNET,430000.0,,430000.0,430000.02,430000.02,-0.02,37275.48,,,,,,
,6,CM2,1511.0,6810212.0,EXPROPIACIO TERRENY ANNEX A SA GRADUADA,,10607.57,10607.57,,,,,,,10607.57,,,
,6,CM2,1511.0,6810214.0,EXPROPIACIÓ PLACIDO ABAD/ADORACION LA,184000.0,,184000.0,183723.24,183723.24,276.76,37275.48,,,,,,
,7,CM1,1610.0,7510001.0,ABAQUA - APORTACIO OBRA ABASTIMENT AIGUA LLUMEÇANES,390000.0,,390000.0,,,,18735.76,390000.0,,,,,
,7,CM1,1721.0,7610311.0,CIMe - CONVENI PLATGES,90000.0,,90000.0,181264.79,83453.33,-181264.79,18735.76,90000.0,,,97811.46,,
,7,SG5,1300.0,7610411.0,CIMe.- PLA TERME.- EXTINCIÓ D'INCENDIS,20000.0,,20000.0,,,20000.0,20000.0,,,,,,
,7,SG1,9120.0,7670001.0,TRANSF. A CONSORCIS.- LA MOLA,15000.0,,15000.0,15000.0,15000.0,,,,,,,,
,7,CM1,1650.0,7670111.0,TRANSF. A C.R.S.U.- PLA EFICIÈNCIA ENERGÈTICA,38000.0,,38000.0,28200.72,28200.72,,18735.76,9799.28,,,,,
,7,CM2,1511.0,7670211.0,TRANSF. A CONSORCIS.- PENYASSEGAT PORT DE MAÓ,117000.0,190320.43,307320.43,307319.88,307319.88,0.55,18735.76,,,,,,
,7,SP3,3400.0,7670311.0,TRANSF. A CONSORCI BINTAUFA - AMORTITZACIO,237500.0,,237500.0,237500.0,237500.0,,,,,,,,
,7,SP3,3400.0,7700111.0,U.D. MAHÓN .- NOMINATIVA,70000.0,,70000.0,,,,,,,70000.0,,,
,7,CM2,1511.0,7700114.0,PUM SL - ENCOMANA GESTIO FOMIT,180000.0,,180000.0,,,180000.0,18735.76,,,,,,
,7,SP2,3210.0,7713210.0,PUM SL.- OBRES A ESCOLES INFANTILS,,50548.78,50548.78,,,,,,,50548.78,,,
,7,CM1,1610.0,7800311.0,CONVOCATÒRIA SUBV. PER FILTRES VERDS,,,,,,,,,,,,,
,7,CM2,1511.0,7800311.0,PLA MILLORA FAÇANES,80000.0,,80000.0,60000.0,56800.0,20000.0,18735.76,,,,3200.0,,
,8,SG4,9340.0,8300001.0,BESTRETES AL PERSONAL,60000.0,,60000.0,40579.11,40579.11,19420.89,19420.89,,,,,,
,9,SG4,110.0,9131801.0,AMORT. PREST 2002 - CAM- Nº 0253636615,140237.0,,140237.0,140236.23,140236.23,0.77,17605.34,,,,,,
,9,SG4,110.0,9131901.0,AMORT. PREST 2003 - LC Nº 30584029822,103045.0,,103045.0,103043.66,103043.66,1.34,17605.34,,,,,,
,9,SG4,110.0,9132001.0,AMORT. PREST 2004  BBVA  974 04357000,266368.0,,266368.0,266366.67,266366.67,1.33,17605.34,,,,,,
,9,SG4,110.0,9132101.0,AMORT. PREST 2005 BBVA  974 05137023,200000.0,,200000.0,200000.0,200000.0,,17605.34,,,,,,
,9,SG4,110.0,9132201.0,AMORT. PREST 2006 BBVA 974-06183571,261795.0,,261795.0,261793.73,261793.73,1.27,17605.34,,,,,,
,9,SG4,110.0,9132301.0,AMORT. PREST 2007 BBVA  Nº 07457494,136175.0,,136175.0,136174.17,136174.17,0.83,17605.34,,,,,,
,9,SG4,110.0,9132501.0,AMORT. PREST 2007 LC  INVERS.Nº 9620-309-10030025,130443.0,,130443.0,130441.55,130441.55,1.45,17605.34,,,,,,
,9,SG4,110.0,9132601.0,AMORT. PREST 2008 LC INV 708776-98,39000.0,,39000.0,38690.64,38690.64,309.36,17605.34,,,,,,
TOT.,,SG4,110.0,9132701.0,AMORT. PREST 2009 BBVA 159010,144440.0,777979.21,922419.21,144440.0,144440.0,777979.21,17605.34,,,,,,
,,SG4,110.0,9132801.0,AMORTITZ. PRÉSTEC INVERS. 2010 -  CAJA MADRID,133005.0,,133005.0,893695.22,893695.22,-760690.22,17605.34,,,,,,
